product_id,week_start,Group,Sub-Group,sales_units,production_units,delivery_units,factory_units,production_to_demand_ratio,delivery_to_demand_ratio,demand_production_gap,demand_delivery_gap,factory_delivery_gap
AT5X5K,2023-07-04,A,AT,5940.4,5800,6339.4,6778.0,0.9763652279307792,1.0671671941283416,140.39999999999964,-399.0,438.60000000000036
AT5X5K,2023-07-11,A,AT,3346.4,5000,4123.6,4175.0,1.4941429595983744,1.2322495816399714,-1653.6,-777.2000000000003,51.399999999999636
AT5X5K,2023-07-18,A,AT,8147.0,4500,5040.0,5458.0,0.5523505584877869,0.6186326255063214,3647.0,3107.0,418.0
AT5X5K,2023-07-25,A,AT,4388.0,9000,7766.0,7586.0,2.0510483135824975,1.769826800364631,-4612.0,-3378.0,-180.0
AT5X5K,2023-08-01,A,AT,2535.4,1301,2314.2,2714.0,0.5131340222450106,0.9127553837658751,1234.4,221.20000000000027,399.8000000000002
AT5X5K,2023-08-08,A,AT,0.0,0,220.0,125.0,,,0.0,-220.0,-95.0
ATN01K24P,2022-12-27,A,ATN,9529.0,7500,4739.0,5740.0,0.7870710462797775,0.49732395844264876,2029.0,4790.0,1001.0
ATN01K24P,2023-01-03,A,ATN,30876.290999999997,20005,26236.624,24614.0,0.6479081311936075,0.8497336678165134,10871.290999999997,4639.666999999998,-1622.6239999999998
ATN01K24P,2023-01-10,A,ATN,30307.042,33050,32472.167,32417.0,1.0905056323213596,1.0714396673881932,-2742.9579999999987,-2165.125,-55.16700000000128
ATN01K24P,2023-01-17,A,ATN,22719.209,24000,23464.584,22447.0,1.0563748060066704,1.0328081404594676,-1280.791000000001,-745.375,-1017.5839999999989
ATN01K24P,2023-01-24,A,ATN,18618.0,16900,19369.0,19085.0,0.9077237082393382,1.0403373079815232,1718.0,-751.0,-284.0
ATN01K24P,2023-01-31,A,ATN,17983.005,18500,18872.172,19120.0,1.0287490883753856,1.0494448508466743,-516.994999999999,-889.1669999999976,247.82800000000134
ATN01K24P,2023-02-07,A,ATN,18702.493,15500,15465.493,17258.0,0.8287665179182263,0.8269214697741099,3202.4929999999986,3236.999999999998,1792.5069999999996
ATN01K24P,2023-02-14,A,ATN,32486.314666666665,31000,26321.107,24646.0,0.954247975434661,0.810221389224164,1486.3146666666653,6165.207666666665,-1675.107
ATN01K24P,2023-02-21,A,ATN,18674.336333333333,26000,25417.483333333334,26237.662,1.3922850877217252,1.3610916543236726,-7325.663666666667,-6743.147000000001,820.1786666666667
ATN01K24P,2023-02-28,A,ATN,20220.542666666668,10759,21633.750666666667,22366.166,0.5320826536340237,1.0698897167744987,9461.542666666668,-1413.2079999999987,732.4153333333343
ATN01K24P,2023-03-07,A,ATN,11965.167,11060,14109.833999999999,10787.958,0.9243498231157159,1.179242546301276,905.1669999999995,-2144.6669999999995,-3321.8759999999984
ATN01K24P,2023-03-14,A,ATN,10683.915,8600,9928.916000000001,9498.0,0.8049483733256956,0.9293331143124969,2083.915000000001,754.9989999999998,-430.9160000000011
ATN01K24P,2023-03-21,A,ATN,8625.419,10027,9852.499,7513.0,1.1624942510039222,1.142263233820873,-1401.5810000000001,-1227.08,-2339.499
ATN01K24P,2023-03-28,A,ATN,9681.295,7000,10955.505000000001,10762.666000000001,0.7230437663556374,1.1316156567897167,2681.295,-1274.210000000001,-192.83899999999994
ATN01K24P,2023-04-04,A,ATN,14887.166000000001,14700,13563.083999999999,14289.0,0.987427694431566,0.9110588274490926,187.16600000000108,1324.0820000000022,725.9160000000011
ATN01K24P,2023-04-11,A,ATN,25921.118,24500,19782.25,22094.0,0.9451752814056863,0.7631711718607199,1421.1179999999986,6138.867999999999,2311.75
ATN01K24P,2023-04-18,A,ATN,7280.0,14000,12709.076,12213.0,1.9230769230769231,1.7457521978021977,-6720.0,-5429.075999999999,-496.0759999999991
ATN01K24P,2023-04-25,A,ATN,20704.583,16500,21960.75,20472.0,0.7969250093083257,1.060670963525322,4204.582999999999,-1256.1670000000013,-1488.75
ATN01K24P,2023-05-02,A,ATN,46700.29,32500,30703.373,31063.0,0.6959271559127362,0.6574557245790122,14200.29,15996.917000000001,359.6270000000004
ATN01K24P,2023-05-09,A,ATN,21847.0,40000,33365.917,39782.0,1.8309149997711356,1.5272539479104683,-18153.0,-11518.917000000001,6416.082999999999
ATN01K24P,2023-05-16,A,ATN,19898.875,20500,20261.458,20010.0,1.0302089942270605,1.0182212813538454,-601.125,-362.5829999999987,-251.45799999999872
ATN01K24P,2023-05-23,A,ATN,11635.0,12000,13324.417,12975.0,1.0313708637730985,1.1452012892135797,-365.0,-1689.4169999999995,-349.41699999999946
ATN01K24P,2023-05-30,A,ATN,8814.548999999999,7033,9242.042,8259.0,0.7978854051409778,1.0484985675387364,1781.548999999999,-427.4930000000004,-983.0419999999995
ATN01K24P,2023-06-06,A,ATN,14224.0,13500,14486.132,7302.0,0.9491001124859393,1.0184288526434195,724.0,-262.1319999999996,-7184.132
ATN01K24P,2023-06-13,A,ATN,23214.672,16000,19647.375333333333,12509.0,0.689219300621607,0.8463343928931382,7214.671999999999,3567.2966666666653,-7138.375333333333
ATN01K24P,2023-06-20,A,ATN,24264.297,23000,27978.343666666668,23439.0,0.9478947607672293,1.153066320720797,1264.2969999999987,-3714.046666666669,-4539.343666666668
ATN01K24P,2023-06-27,A,ATN,10003.025,4000,5104.275,2180.0,0.3998790365914311,0.5102731423744317,6003.025,4898.75,-2924.2749999999996
ATN01K24P,2023-07-04,A,ATN,28878.379999999997,33000,31033.716333333334,35314.0,1.1427233799125853,1.0746349460507596,-4121.620000000003,-2155.3363333333364,4280.283666666666
ATN01K24P,2023-07-11,A,ATN,23646.128666666667,25000,23721.584000000003,23996.0,1.0572555174852722,1.0031910226996144,-1353.8713333333326,-75.45533333333515,274.41599999999744
ATN01K24P,2023-07-18,A,ATN,36811.916666666664,31000,28669.208333333336,30546.0,0.8421186074255846,0.7788023805696979,5811.916666666664,8142.7083333333285,1876.7916666666642
ATN01K24P,2023-07-25,A,ATN,24402.541666666668,40000,37773.583333333336,36881.0,1.6391735150539304,1.547936434217064,-15597.458333333332,-13371.041666666668,-892.5833333333358
ATN01K24P,2023-08-01,A,ATN,15169.212,9095,13630.042,17529.0,0.5995697073783398,0.8985332923028566,6074.2119999999995,1539.17,3898.9580000000005
ATN01K24P,2023-08-08,A,ATN,0.0,0,518.0,156.0,,,0.0,-518.0,-362.0
ATN02K12P,2022-12-27,A,ATN,3100.0,700,1320.08,805.0,0.22580645161290322,0.4258322580645161,2400.0,1779.92,-515.0799999999999
ATN02K12P,2023-01-03,A,ATN,5504.0,4900,6491.25,6195.0,0.8902616279069767,1.1793695494186047,604.0,-987.25,-296.25
ATN02K12P,2023-01-10,A,ATN,8038.416,7400,5987.25,6891.0,0.9205793778276715,0.7448295783646928,638.4160000000002,2051.166,903.75
ATN02K12P,2023-01-17,A,ATN,4996.75,7000,6371.666,6407.0,1.400910591884725,1.2751620553359684,-2003.25,-1374.9160000000002,35.33399999999983
ATN02K12P,2023-01-24,A,ATN,5983.5,4788,5638.0,5397.0,0.8002005515166708,0.9422578758251859,1195.5,345.5,-241.0
ATN02K12P,2023-01-31,A,ATN,4090.333,5800,4538.666,4075.0,1.4179774605148285,1.1096079463456887,-1709.667,-448.3330000000001,-463.66600000000017
ATN02K12P,2023-02-07,A,ATN,4455.1669999999995,3300,4777.667,4990.0,0.7407129743957972,1.0723878588614078,1155.1669999999995,-322.5000000000009,212.33299999999963
ATN02K12P,2023-02-14,A,ATN,5213.811666666666,6000,4097.9169999999995,3933.0,1.15078955351603,0.785973345795958,-786.1883333333344,1115.8946666666661,-164.91699999999946
ATN02K12P,2023-02-21,A,ATN,3128.2079999999996,3445,4975.291333333333,6215.5,1.1012694808017882,1.5904605235116505,-316.79200000000037,-1847.083333333333,1240.2086666666673
ATN02K12P,2023-02-28,A,ATN,4329.753,1773,3033.5756666666666,2433.0,0.40949218119370784,0.7006348091142074,2556.7529999999997,1296.177333333333,-600.5756666666666
ATN02K12P,2023-03-07,A,ATN,2459.167,2524,3016.167,3054.0,1.0263638053048045,1.2264994609963455,-64.83300000000008,-557.0,37.833000000000084
ATN02K12P,2023-03-14,A,ATN,2840.5,2295,2176.177,1786.0,0.8079563457137828,0.7661246259461363,545.5,664.3229999999999,-390.17700000000013
ATN02K12P,2023-03-21,A,ATN,1032.0,2000,1448.0,910.0,1.937984496124031,1.4031007751937985,-968.0,-416.0,-538.0
ATN02K12P,2023-03-28,A,ATN,643.8803333333333,7,794.7133333333334,910.0,0.01087158535152236,1.234256261903739,636.8803333333333,-150.83300000000008,115.28666666666663
ATN02K12P,2023-04-04,A,ATN,2369.8320000000003,2600,2304.833,1935.0,1.0971241843303658,0.9725723173625809,-230.16799999999967,64.99900000000025,-369.8330000000001
ATN02K12P,2023-04-11,A,ATN,3631.0,2800,2767.0,3067.0,0.7711374277058661,0.7620490223079042,831.0,864.0,300.0
ATN02K12P,2023-04-18,A,ATN,2496.667,2100,2203.833,1961.0,0.8411213830278528,0.8827100290106771,396.6669999999999,292.83399999999983,-242.83300000000008
ATN02K12P,2023-04-25,A,ATN,4673.6669999999995,4700,5202.5,5390.0,1.0056343338111167,1.1131516216281563,-26.33300000000054,-528.8330000000005,187.5
ATN02K12P,2023-05-02,A,ATN,11723.75,8700,7483.3330000000005,8098.0,0.7420833777588229,0.6383054056935707,3023.75,4240.4169999999995,614.6669999999995
ATN02K12P,2023-05-09,A,ATN,4742.25,7900,7412.334,7434.0,1.6658759027887606,1.5630415941799778,-3157.75,-2670.084,21.666000000000167
ATN02K12P,2023-05-16,A,ATN,4710.1669999999995,3500,4955.167,4011.0,0.74307344092046,1.0520151408644325,1210.1669999999995,-245.0000000000009,-944.1670000000004
ATN02K12P,2023-05-23,A,ATN,4425.0,5500,4724.166,4970.0,1.2429378531073447,1.0676081355932203,-1075.0,-299.16600000000017,245.83399999999983
ATN02K12P,2023-05-30,A,ATN,2865.534,2292,2272.667,2680.0,0.7998509178393974,0.793104182326924,573.5340000000001,592.8670000000002,407.3330000000001
ATN02K12P,2023-06-06,A,ATN,4105.416666666667,4600,4951.283666666666,1941.0,1.1204709225616563,1.2060368212727086,-494.58333333333303,-845.8669999999993,-3010.2836666666662
ATN02K12P,2023-06-13,A,ATN,6713.666333333334,6300,5065.416,3335.0,0.9383844366409034,0.7544932602399712,413.66633333333357,1648.2503333333334,-1730.4160000000002
ATN02K12P,2023-06-20,A,ATN,4235.833333333333,3000,3728.000333333334,4213.0,0.7082431634861303,0.8801102498524496,1235.833333333333,507.8329999999992,484.99966666666614
ATN02K12P,2023-06-27,A,ATN,381.15999999999997,1030,464.40999999999997,480.0,2.7022772588939032,1.2184122153426382,-648.84,-83.25,15.590000000000032
ATN02K12P,2023-07-04,A,ATN,4790.244000000001,2600,4934.244000000001,4104.0,0.5427698463794328,1.0300610991840917,2190.2440000000006,-144.0,-830.2440000000006
ATN02K12P,2023-07-11,A,ATN,4338.0,5684,4922.5,4432.0,1.310281235592439,1.1347395112955279,-1346.0,-584.5,-490.5
ATN02K12P,2023-07-18,A,ATN,5739.75,3977,5341.25,5846.0,0.6928873208763447,0.9305718890195566,1762.75,398.5,504.75
ATN02K12P,2023-07-25,A,ATN,3368.58,6800,5453.0,6780.0,2.018654744729233,1.6187829886777219,-3431.42,-2084.42,1327.0
ATN02K12P,2023-08-01,A,ATN,5881.583333333333,2733,4076.08,3504.0,0.46467079442893783,0.6930242706754134,3148.583333333333,1805.503333333333,-572.0799999999999
ATN02K12P,2023-08-08,A,ATN,0.0,0,368.0,40.0,,,0.0,-368.0,-328.0
ATPA1K24P,2022-12-27,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-01-03,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-01-10,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-01-17,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-01-24,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-01-31,A,ATPA,31.0,0,0.0,0.0,0.0,0.0,31.0,31.0,0.0
ATPA1K24P,2023-02-07,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-02-14,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-02-21,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-02-28,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-03-07,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-03-14,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-03-21,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-03-28,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-04-04,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-04-11,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-04-18,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-04-25,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-05-02,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-05-09,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-05-16,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-05-23,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-05-30,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-06-06,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-06-13,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-06-20,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-06-27,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-07-04,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-07-11,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-07-18,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-07-25,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-08-01,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPA1K24P,2023-08-08,A,ATPA,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2022-12-27,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-01-03,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-01-10,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-01-17,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-01-24,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-01-31,A,ATPPCH,10.0,0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
ATPPCH5X5K,2023-02-07,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-02-14,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-02-21,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-02-28,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-03-07,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-03-14,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-03-21,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-03-28,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-04-04,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-04-11,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-04-18,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-04-25,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-05-02,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-05-09,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-05-16,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-05-23,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-05-30,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-06-06,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-06-13,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-06-20,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-06-27,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-07-04,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-07-11,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-07-18,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-07-25,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-08-01,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATPPCH5X5K,2023-08-08,A,ATPPCH,0.0,0,0.0,0.0,,,0.0,0.0,0.0
ATWWP001K24P,2022-12-27,A,ATWWP,79.0,0,0.0,0.0,0.0,0.0,79.0,79.0,0.0
ATWWP001K24P,2023-01-03,A,ATWWP,299.0,2316,208.0,1564.0,7.745819397993311,0.6956521739130435,-2017.0,91.0,1356.0
ATWWP001K24P,2023-01-10,A,ATWWP,497.79200000000003,0,912.417,259.0,0.0,1.8329282109796863,497.79200000000003,-414.625,-653.417
ATWWP001K24P,2023-01-17,A,ATWWP,432.04200000000003,0,423.04200000000003,257.0,0.0,0.9791686919327288,432.04200000000003,9.0,-166.04200000000003
ATWWP001K24P,2023-01-24,A,ATWWP,436.0,0,347.0,55.0,0.0,0.7958715596330275,436.0,89.0,-292.0
ATWWP001K24P,2023-01-31,A,ATWWP,212.58,0,305.137,158.0,0.0,1.4353984382350173,212.58,-92.55699999999999,-147.137
ATWWP001K24P,2023-02-07,A,ATWWP,168.0,2450,57.0,1479.0,14.583333333333334,0.3392857142857143,-2282.0,111.0,1422.0
ATWWP001K24P,2023-02-14,A,ATWWP,651.958,0,631.958,176.0,0.0,0.9693231772598848,651.958,20.0,-455.95799999999997
ATWWP001K24P,2023-02-21,A,ATWWP,238.0,0,402.0,68.0,0.0,1.6890756302521008,238.0,-164.0,-334.0
ATWWP001K24P,2023-02-28,A,ATWWP,472.38,0,404.40999999999997,65.0,0.0,0.8561116050637199,472.38,67.97000000000003,-339.40999999999997
ATWWP001K24P,2023-03-07,A,ATWWP,316.0,0,400.97,208.0,0.0,1.2688924050632913,316.0,-84.97000000000003,-192.97000000000003
ATWWP001K24P,2023-03-14,A,ATWWP,375.6653333333333,0,227.0,199.0,0.0,0.6042612396139827,375.6653333333333,148.6653333333333,-28.0
ATWWP001K24P,2023-03-21,A,ATWWP,66.75,0,238.57100000000003,402.0,0.0,3.574097378277154,66.75,-171.82100000000003,163.42899999999997
ATWWP001K24P,2023-03-28,A,ATWWP,22.72266666666666,0,27.22233333333333,16.0,0.0,1.1980254664945431,22.72266666666666,-4.49966666666667,-11.222333333333331
ATWWP001K24P,2023-04-04,A,ATWWP,11.416666666666666,0,0.0,0.0,0.0,0.0,11.416666666666666,11.416666666666666,0.0
ATWWP001K24P,2023-04-11,A,ATWWP,3.0,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
ATWWP001K24P,2023-04-18,A,ATWWP,21.0,0,0.0,0.0,0.0,0.0,21.0,21.0,0.0
ATWWP001K24P,2023-04-25,A,ATWWP,63.08333333333334,0,0.0,0.0,0.0,0.0,63.08333333333334,63.08333333333334,0.0
ATWWP001K24P,2023-05-02,A,ATWWP,119.332,1389,34.0,1347.0,11.639794858043107,0.28491938457412935,-1269.6680000000001,85.332,1313.0
ATWWP001K24P,2023-05-09,A,ATWWP,452.0,0,438.834,43.0,0.0,0.9708716814159292,452.0,13.165999999999997,-395.834
ATWWP001K24P,2023-05-16,A,ATWWP,773.417,0,799.5,117.0,0.0,1.033724368613568,773.417,-26.08299999999997,-682.5
ATWWP001K24P,2023-05-23,A,ATWWP,161.0,0,202.25033333333334,45.0,0.0,1.2562132505175985,161.0,-41.250333333333344,-157.25033333333334
ATWWP001K24P,2023-05-30,A,ATWWP,193.5,1729,72.28366666666668,1460.0,8.935400516795866,0.3735590008613265,-1535.5,121.21633333333332,1387.7163333333333
ATWWP001K24P,2023-06-06,A,ATWWP,499.0416666666667,0,506.63300000000004,22.0,0.0,1.0152118226600986,499.0416666666667,-7.591333333333353,-484.63300000000004
ATWWP001K24P,2023-06-13,A,ATWWP,591.672,0,588.9636666666667,46.0,0.0,0.9954225764725501,591.672,2.7083333333333712,-542.9636666666667
ATWWP001K24P,2023-06-20,A,ATWWP,477.0,0,481.003,120.0,0.0,1.008392033542977,477.0,-4.002999999999986,-361.003
ATWWP001K24P,2023-06-27,A,ATWWP,92.29166666666666,0,73.30266666666665,0.0,0.0,0.7942501128668171,92.29166666666666,18.989000000000004,-73.30266666666665
ATWWP001K24P,2023-07-04,A,ATWWP,100.96000000000001,0,63.025,26.0,0.0,0.6242571315372424,100.96000000000001,37.93500000000001,-37.025
ATWWP001K24P,2023-07-11,A,ATWWP,404.70799999999997,1703,435.934,1491.0,4.207972167587496,1.0771568637140854,-1298.292,-31.226000000000056,1055.066
ATWWP001K24P,2023-07-18,A,ATWWP,497.0,0,499.86199999999997,16.0,0.0,1.005758551307847,497.0,-2.8619999999999663,-483.86199999999997
ATWWP001K24P,2023-07-25,A,ATWWP,191.0,0,333.97,25.0,0.0,1.7485340314136126,191.0,-142.97000000000003,-308.97
ATWWP001K24P,2023-08-01,A,ATWWP,304.416,0,240.958,107.0,0.0,0.7915418374855461,304.416,63.458,-133.958
ATWWP001K24P,2023-08-08,A,ATWWP,0.0,0,36.0,25.0,,,0.0,-36.0,-11.0
ATWWP002K12P,2022-12-27,A,ATWWP,115.0,0,0.0,0.0,0.0,0.0,115.0,115.0,0.0
ATWWP002K12P,2023-01-03,A,ATWWP,95.0,540,141.166,210.0,5.684210526315789,1.4859578947368421,-445.0,-46.166,68.834
ATWWP002K12P,2023-01-10,A,ATWWP,171.083,0,193.083,210.0,0.0,1.1285925544910949,171.083,-22.0,16.917
