week_end,Group,Sub-Group,product_id,actual_sales_units,subgroup_forecast_units,allocation_share,sku_forecast_units,absolute_error
2023-07-19,S,SOP,SOP001L12P,410.670018115942,601.7608808876811,1.0,601.7608808876811,191.09086277173907
2023-07-19,S,SOS,SOS001L12P,32371.000000000007,119066.05810688404,0.3062901176395334,36468.75694443303,4097.756944433022
2023-07-19,S,SOS,SOS002L09P,23780.44402173913,119066.05810688404,0.2028271236854055,24149.826094378648,369.382072639517
2023-07-19,S,SOS,SOS003L04P,6066.999999999998,119066.05810688404,0.044607319694829714,5311.217718776948,755.7822812230506
2023-07-19,S,SOS,SOS005L04P,36294.0,119066.05810688404,0.29514810036391315,35142.12086806612,1151.879131933878
2023-07-19,S,SOS,SOS008L02P,2098.0,119066.05810688404,0.017605363720865276,2096.201259781373,1.79874021862679
2023-07-19,S,SOS,SOS250M48P,1337.9999999999995,119066.05810688404,0.008821827287266692,1050.3802003945912,287.6197996054084
2023-07-19,S,SOS,SOS500M24P,13807.000000000004,119066.05810688404,0.12470014760818635,14847.555021053333,1040.5550210533293
2023-07-26,A,AT,AT5X5K,8069.0,3508.125,1.0,3508.125,4560.875
2023-07-26,A,ATN,ATN01K24P,35411.291666666664,21647.628458333333,0.814373086162848,17629.24599571961,17782.045670947053
2023-07-26,A,ATN,ATN02K12P,4999.833333333333,21647.628458333333,0.18562691383715202,4018.3824626137216,981.4508707196114
2023-07-26,A,ATPA,ATPA1K24P,0.0,0.0,1.0,0.0,0.0
2023-07-26,A,ATPPCH,ATPPCH5X5K,0.0,0.0,1.0,0.0,0.0
2023-07-26,A,ATWWP,ATWWP001K24P,396.0,437.2769583333333,0.7392832805537854,323.2715442672476,72.72845573275242
2023-07-26,A,ATWWP,ATWWP002K12P,241.0,437.2769583333333,0.2607167194462146,114.00541406608573,126.99458593391427
2023-07-26,E,EEA,EEA200G24P,0.0,0.0,0.041666666666666664,0.0,0.0
2023-07-26,E,EEA,EEA500G12P,0.0,0.0,0.9583333333333334,0.0,0.0
2023-07-26,M,MAC,MAC1K25P,5.0,31.75,1.0,31.75,26.75
2023-07-26,M,MAHS,MAHS025K,413.0,156.625,1.0,156.625,256.375
2023-07-26,M,MAP,MAP1K25P,25.0,0.0,1.0,0.0,25.0
2023-07-26,M,MAPA,MAPA1K24P,0.0,0.0,1.0,0.0,0.0
2023-07-26,M,MAR,MAR01K24P,4299.0,5484.0615,0.8581544790741673,4706.171939743196,407.17193974319616
2023-07-26,M,MAR,MAR02K12P,544.0,5484.0615,0.14184552092583266,777.8895602568032,233.88956025680318
2023-07-26,M,MASR,MASR025K,951.0,606.375,1.0,606.375,344.625
2023-07-26,P,POP,POP001L12P,26644.0,17402.625,0.7751843437867629,13490.242440792115,13153.757559207885
2023-07-26,P,POP,POP002L09P,1098.0000000000005,17402.625,0.0686748778398095,1195.1231459670148,97.12314596701435
2023-07-26,P,POP,POP005L04P,295.0,17402.625,0.02620728268070056,456.0755127612266,161.0755127612266
2023-07-26,P,POP,POP015K,0.0,17402.625,1.7384683051150951e-06,0.030253911988303583,0.030253911988303583
2023-07-26,P,POP,POP500M24P,2058.0,17402.625,0.1299317572244219,2261.1536465676554,203.15364656765541
2023-07-26,P,POPF,POPF01L12P,944.0,837.0,1.0,837.0,107.0
2023-07-26,P,POV,POV001L24P,13763.0,20887.375,0.46606730370387955,9734.92254770182,4028.077452298179
2023-07-26,P,POV,POV002L09P,5307.0,20887.375,0.163025369005235,3405.1720169257205,1901.8279830742795
2023-07-26,P,POV,POV005L04P,1798.0,20887.375,0.07937817308582372,1658.0016680585072,139.99833194149278
2023-07-26,P,POV,POV500M24P,7188.0,20887.375,0.2915291542050617,6089.278767313951,1098.721232686049
2023-07-26,S,SE,SE200G24P,268.0,4144.931104166667,0.06819852345672109,282.6781811340033,14.678181134003296
2023-07-26,S,SE,SE500G24P,3821.0,4144.931104166667,0.9318014765432789,3862.2529230326636,41.2529230326636
2023-07-26,S,SO,SO0001L12P,0.0,0.0,0.4268292682926829,0.0,0.0
2023-07-26,S,SO,SO0002L09P,0.0,0.0,0.4878048780487805,0.0,0.0
2023-07-26,S,SO,SO0005L04P,0.0,0.0,0.07317073170731707,0.0,0.0
2023-07-26,S,SO,SO0500M24P,0.0,0.0,0.012195121951219513,0.0,0.0
2023-07-26,S,SOP,SOP001L12P,436.0,601.7608808876811,1.0,601.7608808876811,165.76088088768108
2023-07-26,S,SOS,SOS001L12P,36048.82998188405,119066.05810688404,0.3062901176395334,36468.75694443303,419.926962548976
2023-07-26,S,SOS,SOS002L09P,26567.000000000004,119066.05810688404,0.2028271236854055,24149.826094378648,2417.1739056213555
2023-07-26,S,SOS,SOS003L04P,4990.0,119066.05810688404,0.044607319694829714,5311.217718776948,321.21771877694755
2023-07-26,S,SOS,SOS005L04P,29034.999999999996,119066.05810688404,0.29514810036391315,35142.12086806612,6107.120868066126
2023-07-26,S,SOS,SOS008L02P,1736.9999999999998,119066.05810688404,0.017605363720865276,2096.201259781373,359.20125978137344
2023-07-26,S,SOS,SOS250M48P,1403.9999999999998,119066.05810688404,0.008821827287266692,1050.3802003945912,353.6197996054086
2023-07-26,S,SOS,SOS500M24P,12951.000000000004,119066.05810688404,0.12470014760818635,14847.555021053333,1896.5550210533293
2023-08-02,A,AT,AT5X5K,3284.4,3508.125,1.0,3508.125,223.7249999999999
2023-08-02,A,ATN,ATN01K24P,20112.711666666666,21647.628458333333,0.814373086162848,17629.24599571961,2483.4656709470546
2023-08-02,A,ATN,ATN02K12P,3897.2463333333335,21647.628458333333,0.18562691383715202,4018.3824626137216,121.1361292803881
2023-08-02,A,ATPA,ATPA1K24P,0.0,0.0,1.0,0.0,0.0
2023-08-02,A,ATPPCH,ATPPCH5X5K,0.0,0.0,1.0,0.0,0.0
2023-08-02,A,ATWWP,ATWWP001K24P,214.416,437.2769583333333,0.7392832805537854,323.2715442672476,108.85554426724758
2023-08-02,A,ATWWP,ATWWP002K12P,236.333,437.2769583333333,0.2607167194462146,114.00541406608573,122.32758593391426
2023-08-02,E,EEA,EEA200G24P,0.0,0.0,0.041666666666666664,0.0,0.0
2023-08-02,E,EEA,EEA500G12P,0.0,0.0,0.9583333333333334,0.0,0.0
2023-08-02,M,MAC,MAC1K25P,50.0,31.75,1.0,31.75,18.25
2023-08-02,M,MAHS,MAHS025K,471.0,156.625,1.0,156.625,314.375
2023-08-02,M,MAP,MAP1K25P,440.0,0.0,1.0,0.0,440.0
2023-08-02,M,MAPA,MAPA1K24P,0.0,0.0,1.0,0.0,0.0
2023-08-02,M,MAR,MAR01K24P,4334.253,5484.0615,0.8581544790741673,4706.171939743196,371.91893974319646
2023-08-02,M,MAR,MAR02K12P,657.3299999999999,5484.0615,0.14184552092583266,777.8895602568032,120.55956025680325
2023-08-02,M,MASR,MASR025K,1298.0,606.375,1.0,606.375,691.625
2023-08-02,P,POP,POP001L12P,21776.0,17402.625,0.7751843437867629,13490.242440792115,8285.757559207885
2023-08-02,P,POP,POP002L09P,1466.0000000000005,17402.625,0.0686748778398095,1195.1231459670148,270.87685403298565
2023-08-02,P,POP,POP005L04P,379.0,17402.625,0.02620728268070056,456.0755127612266,77.0755127612266
2023-08-02,P,POP,POP015K,0.0,17402.625,1.7384683051150951e-06,0.030253911988303583,0.030253911988303583
2023-08-02,P,POP,POP500M24P,3049.0000000000005,17402.625,0.1299317572244219,2261.1536465676554,787.846353432345
2023-08-02,P,POPF,POPF01L12P,770.0,837.0,1.0,837.0,67.0
2023-08-02,P,POV,POV001L24P,16646.999999999996,20887.375,0.46606730370387955,9734.92254770182,6912.077452298176
2023-08-02,P,POV,POV002L09P,5040.000000000001,20887.375,0.163025369005235,3405.1720169257205,1634.8279830742804
2023-08-02,P,POV,POV005L04P,2060.0,20887.375,0.07937817308582372,1658.0016680585072,401.9983319414928
2023-08-02,P,POV,POV500M24P,8777.0,20887.375,0.2915291542050617,6089.278767313951,2687.721232686049
2023-08-02,S,SE,SE200G24P,184.29208333333335,4144.931104166667,0.06819852345672109,282.6781811340033,98.38609780066994
2023-08-02,S,SE,SE500G24P,2772.834,4144.931104166667,0.9318014765432789,3862.2529230326636,1089.4189230326638
2023-08-02,S,SO,SO0001L12P,0.0,0.0,0.4268292682926829,0.0,0.0
2023-08-02,S,SO,SO0002L09P,0.0,0.0,0.4878048780487805,0.0,0.0
2023-08-02,S,SO,SO0005L04P,0.0,0.0,0.07317073170731707,0.0,0.0
2023-08-02,S,SO,SO0500M24P,0.0,0.0,0.012195121951219513,0.0,0.0
2023-08-02,S,SOP,SOP001L12P,228.9129528985507,601.7608808876811,1.0,601.7608808876811,372.84792798913037
2023-08-02,S,SOS,SOS001L12P,43143.33297101448,119066.05810688404,0.3062901176395334,36468.75694443303,6674.576026581453
2023-08-02,S,SOS,SOS002L09P,27483.55398550725,119066.05810688404,0.2028271236854055,24149.826094378648,3333.727891128601
2023-08-02,S,SOS,SOS003L04P,5049.749999999999,119066.05810688404,0.044607319694829714,5311.217718776948,261.46771877694846
2023-08-02,S,SOS,SOS005L04P,32906.5,119066.05810688404,0.29514810036391315,35142.12086806612,2235.620868066122
2023-08-02,S,SOS,SOS008L02P,2659.0,119066.05810688404,0.017605363720865276,2096.201259781373,562.7987402186268
2023-08-02,S,SOS,SOS250M48P,1707.9999999999995,119066.05810688404,0.008821827287266692,1050.3802003945912,657.6197996054084
2023-08-02,S,SOS,SOS500M24P,16303.000000000005,119066.05810688404,0.12470014760818635,14847.555021053333,1455.4449789466726
2023-08-09,A,AT,AT5X5K,1578.0,3508.125,1.0,3508.125,1930.125
2023-08-09,A,ATN,ATN01K24P,9921.042,21647.628458333333,0.814373086162848,17629.24599571961,7708.203995719612
2023-08-09,A,ATN,ATN02K12P,4362.4169999999995,21647.628458333333,0.18562691383715202,4018.3824626137216,344.03453738627786
2023-08-09,A,ATPA,ATPA1K24P,0.0,0.0,1.0,0.0,0.0
2023-08-09,A,ATPPCH,ATPPCH5X5K,0.0,0.0,1.0,0.0,0.0
2023-08-09,A,ATWWP,ATWWP001K24P,227.0,437.2769583333333,0.7392832805537854,323.2715442672476,96.27154426724758
2023-08-09,A,ATWWP,ATWWP002K12P,186.0,437.2769583333333,0.2607167194462146,114.00541406608573,71.99458593391427
2023-08-09,E,EEA,EEA200G24P,0.0,0.0,0.041666666666666664,0.0,0.0
2023-08-09,E,EEA,EEA500G12P,0.0,0.0,0.9583333333333334,0.0,0.0
2023-08-09,M,MAC,MAC1K25P,10.0,31.75,1.0,31.75,21.75
2023-08-09,M,MAHS,MAHS025K,41.0,156.625,1.0,156.625,115.625
2023-08-09,M,MAP,MAP1K25P,10.0,0.0,1.0,0.0,10.0
2023-08-09,M,MAPA,MAPA1K24P,0.0,0.0,1.0,0.0,0.0
2023-08-09,M,MAR,MAR01K24P,2225.42,5484.0615,0.8581544790741673,4706.171939743196,2480.751939743196
2023-08-09,M,MAR,MAR02K12P,1134.0,5484.0615,0.14184552092583266,777.8895602568032,356.1104397431968
2023-08-09,M,MASR,MASR025K,1715.0,606.375,1.0,606.375,1108.625
2023-08-09,P,POP,POP001L12P,12572.0,17402.625,0.7751843437867629,13490.242440792115,918.2424407921153
2023-08-09,P,POP,POP002L09P,782.0000000000002,17402.625,0.0686748778398095,1195.1231459670148,413.1231459670146
2023-08-09,P,POP,POP005L04P,170.0,17402.625,0.02620728268070056,456.0755127612266,286.0755127612266
2023-08-09,P,POP,POP015K,0.0,17402.625,1.7384683051150951e-06,0.030253911988303583,0.030253911988303583
2023-08-09,P,POP,POP500M24P,1216.0,17402.625,0.1299317572244219,2261.1536465676554,1045.1536465676554
2023-08-09,P,POPF,POPF01L12P,1220.0,837.0,1.0,837.0,383.0
2023-08-09,P,POV,POV001L24P,6234.000000000001,20887.375,0.46606730370387955,9734.92254770182,3500.92254770182
2023-08-09,P,POV,POV002L09P,2135.0,20887.375,0.163025369005235,3405.1720169257205,1270.1720169257205
2023-08-09,P,POV,POV005L04P,1496.0,20887.375,0.07937817308582372,1658.0016680585072,162.00166805850722
2023-08-09,P,POV,POV500M24P,3544.000000000001,20887.375,0.2915291542050617,6089.278767313951,2545.27876731395
2023-08-09,S,SE,SE200G24P,245.0,4144.931104166667,0.06819852345672109,282.6781811340033,37.678181134003296
2023-08-09,S,SE,SE500G24P,3377.083,4144.931104166667,0.9318014765432789,3862.2529230326636,485.1699230326635
2023-08-09,S,SO,SO0001L12P,0.0,0.0,0.4268292682926829,0.0,0.0
2023-08-09,S,SO,SO0002L09P,0.0,0.0,0.4878048780487805,0.0,0.0
2023-08-09,S,SO,SO0005L04P,0.0,0.0,0.07317073170731707,0.0,0.0
2023-08-09,S,SO,SO0500M24P,0.0,0.0,0.012195121951219513,0.0,0.0
2023-08-09,S,SOP,SOP001L12P,543.9999999999999,601.7608808876811,1.0,601.7608808876811,57.760880887681196
2023-08-09,S,SOS,SOS001L12P,31264.330072463774,119066.05810688404,0.3062901176395334,36468.75694443303,5204.426871969255
2023-08-09,S,SOS,SOS002L09P,14867.0,119066.05810688404,0.2028271236854055,24149.826094378648,9282.826094378648
2023-08-09,S,SOS,SOS003L04P,3078.9999999999995,119066.05810688404,0.044607319694829714,5311.217718776948,2232.217718776948
2023-08-09,S,SOS,SOS005L04P,23049.25,119066.05810688404,0.29514810036391315,35142.12086806612,12092.870868066122
2023-08-09,S,SOS,SOS008L02P,2120.0,119066.05810688404,0.017605363720865276,2096.201259781373,23.79874021862679
2023-08-09,S,SOS,SOS250M48P,1245.9999999999995,119066.05810688404,0.008821827287266692,1050.3802003945912,195.6197996054084
2023-08-09,S,SOS,SOS500M24P,9060.000000000007,119066.05810688404,0.12470014760818635,14847.555021053333,5787.555021053326
