week_end,Group,Sub-Group,subgroup_forecast_units,selected_model,product_id,allocation_share,sku_forecast_units
2023-08-23,M,MAR,5731.811125,moving_average_8,MAR01K24P,0.865374457679966,4960.162943820871
2023-08-23,M,MAR,5731.811125,moving_average_8,MAR02K12P,0.13462554232003404,771.6481811791294
2023-08-16,M,MASR,898.75,moving_average_8,MASR025K,1.0,898.75
2023-08-23,M,MASR,898.75,moving_average_8,MASR025K,1.0,898.75
2023-08-16,P,POP,22092.375,moving_average_8,POP001L12P,0.8188559022229119,18090.471662871903
2023-08-16,P,POP,22092.375,moving_average_8,POP002L09P,0.05632218441310445,1244.2908188734584
2023-08-16,P,POP,22092.375,moving_average_8,POP005L04P,0.01901898031816975,420.1744453066254
2023-08-16,P,POP,22092.375,moving_average_8,POP015K,1.5008952840369278e-06,0.033158341450675324
2023-08-16,P,POP,22092.375,moving_average_8,POP500M24P,0.1058014321505299,2337.4049146065627
2023-08-23,P,POP,22092.375,moving_average_8,POP001L12P,0.8188559022229119,18090.471662871903
2023-08-23,P,POP,22092.375,moving_average_8,POP002L09P,0.05632218441310445,1244.2908188734584
2023-08-23,P,POP,22092.375,moving_average_8,POP005L04P,0.01901898031816975,420.1744453066254
2023-08-23,P,POP,22092.375,moving_average_8,POP015K,1.5008952840369278e-06,0.033158341450675324
2023-08-23,P,POP,22092.375,moving_average_8,POP500M24P,0.1058014321505299,2337.4049146065627
2023-08-16,P,POPF,1170.0,moving_average_8,POPF01L12P,1.0,1170.0
2023-08-23,P,POPF,1170.0,moving_average_8,POPF01L12P,1.0,1170.0
2023-08-16,P,POV,23655.75,moving_average_8,POV001L24P,0.4829001348673203,11423.364865387612
2023-08-16,P,POV,23655.75,moving_average_8,POV002L09P,0.16489102257612903,3900.6208073052644
2023-08-16,P,POV,23655.75,moving_average_8,POV005L04P,0.0801690234655989,1896.4583768463413
2023-08-16,P,POV,23655.75,moving_average_8,POV500M24P,0.27203981909095176,6435.305950460782
2023-08-23,P,POV,23655.75,moving_average_8,POV001L24P,0.4829001348673203,11423.364865387612
2023-08-23,P,POV,23655.75,moving_average_8,POV002L09P,0.16489102257612903,3900.6208073052644
2023-08-23,P,POV,23655.75,moving_average_8,POV005L04P,0.0801690234655989,1896.4583768463413
2023-08-23,P,POV,23655.75,moving_average_8,POV500M24P,0.27203981909095176,6435.305950460782
2023-08-16,S,SE,4393.983760416667,moving_average_8,SE200G24P,0.06665066966167185,292.86196011428194
2023-08-16,S,SE,4393.983760416667,moving_average_8,SE500G24P,0.9333493303383281,4101.121800302385
2023-08-23,S,SE,4393.983760416667,moving_average_8,SE200G24P,0.06665066966167185,292.86196011428194
2023-08-23,S,SE,4393.983760416667,moving_average_8,SE500G24P,0.9333493303383281,4101.121800302385
2023-08-16,S,SO,0.0,moving_average_8,SO0001L12P,0.4268292682926829,0.0
2023-08-16,S,SO,0.0,moving_average_8,SO0002L09P,0.4878048780487805,0.0
2023-08-16,S,SO,0.0,moving_average_8,SO0005L04P,0.07317073170731707,0.0
2023-08-16,S,SO,0.0,moving_average_8,SO0500M24P,0.012195121951219513,0.0
2023-08-23,S,SO,0.0,moving_average_8,SO0001L12P,0.4268292682926829,0.0
2023-08-23,S,SO,0.0,moving_average_8,SO0002L09P,0.4878048780487805,0.0
2023-08-23,S,SO,0.0,moving_average_8,SO0005L04P,0.07317073170731707,0.0
2023-08-23,S,SO,0.0,moving_average_8,SO0500M24P,0.012195121951219513,0.0
2023-08-16,S,SOP,527.8441236413043,moving_average_8,SOP001L12P,1.0,527.8441236413043
2023-08-23,S,SOP,527.8441236413043,moving_average_8,SOP001L12P,1.0,527.8441236413043
2023-08-16,S,SOS,119577.21548913042,moving_average_8,SOS001L12P,0.3129347388611588,37419.86470283554
2023-08-16,S,SOS,119577.21548913042,moving_average_8,SOS002L09P,0.2015774981015401,24104.07592824764
2023-08-16,S,SOS,119577.21548913042,moving_average_8,SOS003L04P,0.04573186234878454,5468.488758799859
2023-08-16,S,SOS,119577.21548913042,moving_average_8,SOS005L04P,0.29093061192876296,34788.672474990264
2023-08-16,S,SOS,119577.21548913042,moving_average_8,SOS008L02P,0.01964555038229836,2349.16021146666
2023-08-16,S,SOS,119577.21548913042,moving_average_8,SOS250M48P,0.010359359503765295,1238.743363711114
2023-08-16,S,SOS,119577.21548913042,moving_average_8,SOS500M24P,0.11882037887369006,14208.210049079356
2023-08-23,S,SOS,119577.21548913042,moving_average_8,SOS001L12P,0.3129347388611588,37419.86470283554
2023-08-23,S,SOS,119577.21548913042,moving_average_8,SOS002L09P,0.2015774981015401,24104.07592824764
2023-08-23,S,SOS,119577.21548913042,moving_average_8,SOS003L04P,0.04573186234878454,5468.488758799859
2023-08-23,S,SOS,119577.21548913042,moving_average_8,SOS005L04P,0.29093061192876296,34788.672474990264
2023-08-23,S,SOS,119577.21548913042,moving_average_8,SOS008L02P,0.01964555038229836,2349.16021146666
2023-08-23,S,SOS,119577.21548913042,moving_average_8,SOS250M48P,0.010359359503765295,1238.743363711114
2023-08-23,S,SOS,119577.21548913042,moving_average_8,SOS500M24P,0.11882037887369006,14208.210049079356
