Date,product_id,forecast_sales_units,selected_model,Group,Sub-Group
2023-08-18,ATPA1K24P,0.0,seasonal_naive_7,A,ATPA
2023-08-19,ATPA1K24P,0.0,seasonal_naive_7,A,ATPA
2023-08-20,ATPA1K24P,0.0,seasonal_naive_7,A,ATPA
2023-08-21,ATPA1K24P,0.0,seasonal_naive_7,A,ATPA
2023-08-22,ATPA1K24P,0.0,seasonal_naive_7,A,ATPA
2023-08-23,ATPA1K24P,0.0,seasonal_naive_7,A,ATPA
2023-08-10,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-11,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-12,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-13,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-14,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-15,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-16,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-17,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-18,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-19,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-20,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-21,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-22,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-23,ATPPCH5X5K,0.0,seasonal_naive_7,A,ATPPCH
2023-08-10,ATWWP001K24P,46.0,seasonal_naive_7,A,ATWWP
2023-08-11,ATWWP001K24P,0.0,seasonal_naive_7,A,ATWWP
2023-08-12,ATWWP001K24P,10.0,seasonal_naive_7,A,ATWWP
2023-08-13,ATWWP001K24P,159.0,seasonal_naive_7,A,ATWWP
2023-08-14,ATWWP001K24P,12.0,seasonal_naive_7,A,ATWWP
2023-08-15,ATWWP001K24P,0.0,seasonal_naive_7,A,ATWWP
2023-08-16,ATWWP001K24P,0.0,seasonal_naive_7,A,ATWWP
2023-08-17,ATWWP001K24P,46.0,seasonal_naive_7,A,ATWWP
2023-08-18,ATWWP001K24P,0.0,seasonal_naive_7,A,ATWWP
2023-08-19,ATWWP001K24P,10.0,seasonal_naive_7,A,ATWWP
2023-08-20,ATWWP001K24P,159.0,seasonal_naive_7,A,ATWWP
2023-08-21,ATWWP001K24P,12.0,seasonal_naive_7,A,ATWWP
2023-08-22,ATWWP001K24P,0.0,seasonal_naive_7,A,ATWWP
2023-08-23,ATWWP001K24P,0.0,seasonal_naive_7,A,ATWWP
2023-08-10,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-11,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-12,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-13,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-14,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-15,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-16,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-17,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-18,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-19,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-20,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-21,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-22,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-23,ATWWP002K12P,26.571428571428573,moving_average_7,A,ATWWP
2023-08-10,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-11,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-12,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-13,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-14,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-15,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-16,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-17,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-18,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-19,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-20,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-21,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-22,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-23,EEA200G24P,0.0,seasonal_naive_7,E,EEA
2023-08-10,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-11,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-12,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-13,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-14,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-15,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-16,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-17,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-18,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-19,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-20,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-21,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-22,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-23,EEA500G12P,0.0,seasonal_naive_7,E,EEA
2023-08-10,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-11,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-12,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-13,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-14,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-15,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-16,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-17,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-18,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-19,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-20,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-21,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-22,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-23,MAC1K25P,1.4285714285714286,moving_average_7,M,MAC
2023-08-10,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-11,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-12,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-13,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-14,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-15,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-16,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-17,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-18,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-19,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-20,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-21,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-22,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-23,MAHS025K,44.642857142857146,moving_average_28,M,MAHS
2023-08-10,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-11,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-12,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-13,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-14,MAP1K25P,10.0,seasonal_naive_7,M,MAP
2023-08-15,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-16,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-17,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-18,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-19,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-20,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-21,MAP1K25P,10.0,seasonal_naive_7,M,MAP
2023-08-22,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-23,MAP1K25P,0.0,seasonal_naive_7,M,MAP
2023-08-10,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-11,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-12,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-13,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-14,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-15,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-16,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-17,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-18,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-19,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-20,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-21,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-22,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-23,MAPA1K24P,0.0,seasonal_naive_7,M,MAPA
2023-08-10,MAR01K24P,723.0,seasonal_naive_7,M,MAR
2023-08-11,MAR01K24P,0.0,seasonal_naive_7,M,MAR
2023-08-12,MAR01K24P,22.42,seasonal_naive_7,M,MAR
2023-08-13,MAR01K24P,628.0,seasonal_naive_7,M,MAR
2023-08-14,MAR01K24P,852.0,seasonal_naive_7,M,MAR
2023-08-15,MAR01K24P,0.0,seasonal_naive_7,M,MAR
2023-08-16,MAR01K24P,0.0,seasonal_naive_7,M,MAR
2023-08-17,MAR01K24P,723.0,seasonal_naive_7,M,MAR
2023-08-18,MAR01K24P,0.0,seasonal_naive_7,M,MAR
2023-08-19,MAR01K24P,22.42,seasonal_naive_7,M,MAR
2023-08-20,MAR01K24P,628.0,seasonal_naive_7,M,MAR
2023-08-21,MAR01K24P,852.0,seasonal_naive_7,M,MAR
2023-08-22,MAR01K24P,0.0,seasonal_naive_7,M,MAR
2023-08-23,MAR01K24P,0.0,seasonal_naive_7,M,MAR
2023-08-10,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-11,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-12,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-13,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-14,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-15,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-16,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-17,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-18,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-19,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-20,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-21,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-22,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-23,MAR02K12P,162.0,moving_average_7,M,MAR
2023-08-10,MASR025K,245.0,moving_average_7,M,MASR
2023-08-11,MASR025K,245.0,moving_average_7,M,MASR
2023-08-12,MASR025K,245.0,moving_average_7,M,MASR
2023-08-13,MASR025K,245.0,moving_average_7,M,MASR
2023-08-14,MASR025K,245.0,moving_average_7,M,MASR
2023-08-15,MASR025K,245.0,moving_average_7,M,MASR
2023-08-16,MASR025K,245.0,moving_average_7,M,MASR
2023-08-17,MASR025K,245.0,moving_average_7,M,MASR
2023-08-18,MASR025K,245.0,moving_average_7,M,MASR
2023-08-19,MASR025K,245.0,moving_average_7,M,MASR
2023-08-20,MASR025K,245.0,moving_average_7,M,MASR
2023-08-21,MASR025K,245.0,moving_average_7,M,MASR
2023-08-22,MASR025K,245.0,moving_average_7,M,MASR
2023-08-23,MASR025K,245.0,moving_average_7,M,MASR
2023-08-10,POP001L12P,7142.0,seasonal_naive_7,P,POP
2023-08-11,POP001L12P,0.0,seasonal_naive_7,P,POP
2023-08-12,POP001L12P,0.0,seasonal_naive_7,P,POP
2023-08-13,POP001L12P,2666.000000000001,seasonal_naive_7,P,POP
2023-08-14,POP001L12P,2764.0,seasonal_naive_7,P,POP
2023-08-15,POP001L12P,0.0,seasonal_naive_7,P,POP
2023-08-16,POP001L12P,0.0,seasonal_naive_7,P,POP
2023-08-17,POP001L12P,7142.0,seasonal_naive_7,P,POP
2023-08-18,POP001L12P,0.0,seasonal_naive_7,P,POP
2023-08-19,POP001L12P,0.0,seasonal_naive_7,P,POP
2023-08-20,POP001L12P,2666.000000000001,seasonal_naive_7,P,POP
2023-08-21,POP001L12P,2764.0,seasonal_naive_7,P,POP
2023-08-22,POP001L12P,0.0,seasonal_naive_7,P,POP
2023-08-23,POP001L12P,0.0,seasonal_naive_7,P,POP
2023-08-10,POP002L09P,275.0000000000001,seasonal_naive_7,P,POP
2023-08-11,POP002L09P,0.0,seasonal_naive_7,P,POP
2023-08-12,POP002L09P,0.0,seasonal_naive_7,P,POP
2023-08-13,POP002L09P,245.0000000000001,seasonal_naive_7,P,POP
2023-08-14,POP002L09P,262.0,seasonal_naive_7,P,POP
2023-08-15,POP002L09P,0.0,seasonal_naive_7,P,POP
2023-08-16,POP002L09P,0.0,seasonal_naive_7,P,POP
2023-08-17,POP002L09P,275.0000000000001,seasonal_naive_7,P,POP
2023-08-18,POP002L09P,0.0,seasonal_naive_7,P,POP
2023-08-19,POP002L09P,0.0,seasonal_naive_7,P,POP
2023-08-20,POP002L09P,245.0000000000001,seasonal_naive_7,P,POP
2023-08-21,POP002L09P,262.0,seasonal_naive_7,P,POP
2023-08-22,POP002L09P,0.0,seasonal_naive_7,P,POP
2023-08-23,POP002L09P,0.0,seasonal_naive_7,P,POP
2023-08-10,POP005L04P,37.0,seasonal_naive_7,P,POP
2023-08-11,POP005L04P,0.0,seasonal_naive_7,P,POP
2023-08-12,POP005L04P,0.0,seasonal_naive_7,P,POP
2023-08-13,POP005L04P,18.0,seasonal_naive_7,P,POP
2023-08-14,POP005L04P,115.0,seasonal_naive_7,P,POP
2023-08-15,POP005L04P,0.0,seasonal_naive_7,P,POP
2023-08-16,POP005L04P,0.0,seasonal_naive_7,P,POP
2023-08-17,POP005L04P,37.0,seasonal_naive_7,P,POP
2023-08-18,POP005L04P,0.0,seasonal_naive_7,P,POP
2023-08-19,POP005L04P,0.0,seasonal_naive_7,P,POP
2023-08-20,POP005L04P,18.0,seasonal_naive_7,P,POP
2023-08-21,POP005L04P,115.0,seasonal_naive_7,P,POP
2023-08-22,POP005L04P,0.0,seasonal_naive_7,P,POP
2023-08-23,POP005L04P,0.0,seasonal_naive_7,P,POP
2023-08-10,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-11,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-12,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-13,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-14,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-15,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-16,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-17,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-18,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-19,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-20,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-21,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-22,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-23,POP015K,0.0,seasonal_naive_7,P,POP
2023-08-10,POP500M24P,494.9999999999999,seasonal_naive_7,P,POP
2023-08-11,POP500M24P,0.0,seasonal_naive_7,P,POP
2023-08-12,POP500M24P,0.0,seasonal_naive_7,P,POP
2023-08-13,POP500M24P,444.9999999999999,seasonal_naive_7,P,POP
2023-08-14,POP500M24P,276.0000000000001,seasonal_naive_7,P,POP
2023-08-15,POP500M24P,0.0,seasonal_naive_7,P,POP
2023-08-16,POP500M24P,0.0,seasonal_naive_7,P,POP
2023-08-17,POP500M24P,494.9999999999999,seasonal_naive_7,P,POP
2023-08-18,POP500M24P,0.0,seasonal_naive_7,P,POP
2023-08-19,POP500M24P,0.0,seasonal_naive_7,P,POP
2023-08-20,POP500M24P,444.9999999999999,seasonal_naive_7,P,POP
2023-08-21,POP500M24P,276.0000000000001,seasonal_naive_7,P,POP
2023-08-22,POP500M24P,0.0,seasonal_naive_7,P,POP
2023-08-23,POP500M24P,0.0,seasonal_naive_7,P,POP
2023-08-10,POPF01L12P,748.0,seasonal_naive_7,P,POPF
2023-08-11,POPF01L12P,0.0,seasonal_naive_7,P,POPF
2023-08-12,POPF01L12P,0.0,seasonal_naive_7,P,POPF
2023-08-13,POPF01L12P,232.0,seasonal_naive_7,P,POPF
2023-08-14,POPF01L12P,240.0,seasonal_naive_7,P,POPF
2023-08-15,POPF01L12P,0.0,seasonal_naive_7,P,POPF
2023-08-16,POPF01L12P,0.0,seasonal_naive_7,P,POPF
2023-08-17,POPF01L12P,748.0,seasonal_naive_7,P,POPF
2023-08-18,POPF01L12P,0.0,seasonal_naive_7,P,POPF
2023-08-19,POPF01L12P,0.0,seasonal_naive_7,P,POPF
2023-08-20,POPF01L12P,232.0,seasonal_naive_7,P,POPF
2023-08-21,POPF01L12P,240.0,seasonal_naive_7,P,POPF
2023-08-22,POPF01L12P,0.0,seasonal_naive_7,P,POPF
2023-08-23,POPF01L12P,0.0,seasonal_naive_7,P,POPF
2023-08-10,POV001L24P,2060.000000000001,seasonal_naive_7,P,POV
2023-08-11,POV001L24P,0.0,seasonal_naive_7,P,POV
2023-08-12,POV001L24P,180.0,seasonal_naive_7,P,POV
2023-08-13,POV001L24P,2644.0,seasonal_naive_7,P,POV
2023-08-14,POV001L24P,1350.0,seasonal_naive_7,P,POV
2023-08-15,POV001L24P,0.0,seasonal_naive_7,P,POV
2023-08-16,POV001L24P,0.0,seasonal_naive_7,P,POV
2023-08-17,POV001L24P,2060.000000000001,seasonal_naive_7,P,POV
2023-08-18,POV001L24P,0.0,seasonal_naive_7,P,POV
2023-08-19,POV001L24P,180.0,seasonal_naive_7,P,POV
2023-08-20,POV001L24P,2644.0,seasonal_naive_7,P,POV
2023-08-21,POV001L24P,1350.0,seasonal_naive_7,P,POV
2023-08-22,POV001L24P,0.0,seasonal_naive_7,P,POV
2023-08-23,POV001L24P,0.0,seasonal_naive_7,P,POV
2023-08-10,POV002L09P,722.0,seasonal_naive_7,P,POV
2023-08-11,POV002L09P,0.0,seasonal_naive_7,P,POV
2023-08-12,POV002L09P,100.0,seasonal_naive_7,P,POV
2023-08-13,POV002L09P,797.0,seasonal_naive_7,P,POV
2023-08-14,POV002L09P,516.0,seasonal_naive_7,P,POV
2023-08-15,POV002L09P,0.0,seasonal_naive_7,P,POV
2023-08-16,POV002L09P,0.0,seasonal_naive_7,P,POV
2023-08-17,POV002L09P,722.0,seasonal_naive_7,P,POV
2023-08-18,POV002L09P,0.0,seasonal_naive_7,P,POV
2023-08-19,POV002L09P,100.0,seasonal_naive_7,P,POV
2023-08-20,POV002L09P,797.0,seasonal_naive_7,P,POV
2023-08-21,POV002L09P,516.0,seasonal_naive_7,P,POV
2023-08-22,POV002L09P,0.0,seasonal_naive_7,P,POV
2023-08-23,POV002L09P,0.0,seasonal_naive_7,P,POV
2023-08-10,POV005L04P,541.0000000000001,seasonal_naive_7,P,POV
2023-08-11,POV005L04P,0.0,seasonal_naive_7,P,POV
2023-08-12,POV005L04P,165.0,seasonal_naive_7,P,POV
2023-08-13,POV005L04P,435.0,seasonal_naive_7,P,POV
2023-08-14,POV005L04P,355.0,seasonal_naive_7,P,POV
2023-08-15,POV005L04P,0.0,seasonal_naive_7,P,POV
2023-08-16,POV005L04P,0.0,seasonal_naive_7,P,POV
2023-08-17,POV005L04P,541.0000000000001,seasonal_naive_7,P,POV
2023-08-18,POV005L04P,0.0,seasonal_naive_7,P,POV
2023-08-19,POV005L04P,165.0,seasonal_naive_7,P,POV
2023-08-20,POV005L04P,435.0,seasonal_naive_7,P,POV
2023-08-21,POV005L04P,355.0,seasonal_naive_7,P,POV
2023-08-22,POV005L04P,0.0,seasonal_naive_7,P,POV
2023-08-23,POV005L04P,0.0,seasonal_naive_7,P,POV
2023-08-10,POV500M24P,1352.0,seasonal_naive_7,P,POV
2023-08-11,POV500M24P,0.0,seasonal_naive_7,P,POV
2023-08-12,POV500M24P,55.0,seasonal_naive_7,P,POV
2023-08-13,POV500M24P,1667.000000000001,seasonal_naive_7,P,POV
2023-08-14,POV500M24P,470.0000000000001,seasonal_naive_7,P,POV
2023-08-15,POV500M24P,0.0,seasonal_naive_7,P,POV
2023-08-16,POV500M24P,0.0,seasonal_naive_7,P,POV
2023-08-17,POV500M24P,1352.0,seasonal_naive_7,P,POV
2023-08-18,POV500M24P,0.0,seasonal_naive_7,P,POV
2023-08-19,POV500M24P,55.0,seasonal_naive_7,P,POV
2023-08-20,POV500M24P,1667.000000000001,seasonal_naive_7,P,POV
2023-08-21,POV500M24P,470.0000000000001,seasonal_naive_7,P,POV
2023-08-22,POV500M24P,0.0,seasonal_naive_7,P,POV
2023-08-23,POV500M24P,0.0,seasonal_naive_7,P,POV
2023-08-10,SE200G24P,100.0,seasonal_naive_7,S,SE
2023-08-11,SE200G24P,0.0,seasonal_naive_7,S,SE
2023-08-12,SE200G24P,0.0,seasonal_naive_7,S,SE
2023-08-13,SE200G24P,120.0,seasonal_naive_7,S,SE
2023-08-14,SE200G24P,25.0,seasonal_naive_7,S,SE
2023-08-15,SE200G24P,0.0,seasonal_naive_7,S,SE
2023-08-16,SE200G24P,0.0,seasonal_naive_7,S,SE
2023-08-17,SE200G24P,100.0,seasonal_naive_7,S,SE
2023-08-18,SE200G24P,0.0,seasonal_naive_7,S,SE
2023-08-19,SE200G24P,0.0,seasonal_naive_7,S,SE
2023-08-20,SE200G24P,120.0,seasonal_naive_7,S,SE
2023-08-21,SE200G24P,25.0,seasonal_naive_7,S,SE
2023-08-22,SE200G24P,0.0,seasonal_naive_7,S,SE
2023-08-23,SE200G24P,0.0,seasonal_naive_7,S,SE
2023-08-10,SE500G24P,1087.0,seasonal_naive_7,S,SE
2023-08-11,SE500G24P,0.0,seasonal_naive_7,S,SE
2023-08-12,SE500G24P,83.0,seasonal_naive_7,S,SE
2023-08-13,SE500G24P,1407.0,seasonal_naive_7,S,SE
2023-08-14,SE500G24P,800.083,seasonal_naive_7,S,SE
2023-08-15,SE500G24P,0.0,seasonal_naive_7,S,SE
2023-08-16,SE500G24P,0.0,seasonal_naive_7,S,SE
2023-08-17,SE500G24P,1087.0,seasonal_naive_7,S,SE
2023-08-18,SE500G24P,0.0,seasonal_naive_7,S,SE
2023-08-19,SE500G24P,83.0,seasonal_naive_7,S,SE
2023-08-20,SE500G24P,1407.0,seasonal_naive_7,S,SE
2023-08-21,SE500G24P,800.083,seasonal_naive_7,S,SE
2023-08-22,SE500G24P,0.0,seasonal_naive_7,S,SE
2023-08-23,SE500G24P,0.0,seasonal_naive_7,S,SE
2023-08-10,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-11,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-12,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-13,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-14,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-15,SO0001L12P,0.0,seasonal_naive_7,S,SO
2023-08-16,SO0001L12P,0.0,seasonal_naive_7,S,SO
