Date,product_id,Group,Sub-Group,sales_units,production_units,delivery_units,factory_units
2023-01-01,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-01,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-01,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-01,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-01,SOP001L12P,S,SOP,100.0,0,23.0,10.0
2023-01-01,SOS001L12P,S,SOS,21393.99999999999,4016,3816.0,2748.0
2023-01-01,SOS002L09P,S,SOS,14556.00000000001,2034,1698.0,2080.0
2023-01-01,SOS003L04P,S,SOS,1949.000000000004,0,342.0000000000001,287.0
2023-01-01,SOS005L04P,S,SOS,12594.0,3008,2241.0,2598.0
2023-01-01,SOS008L02P,S,SOS,1355.0,1008,455.0,220.0
2023-01-01,SOS250M48P,S,SOS,1159.0,0,69.0,0.0
2023-01-01,SOS500M24P,S,SOS,8552.000000000002,1003,1554.999999999999,1670.634
2023-01-02,AT5X5K,A,AT,1070.0,1500,2317.0,1720.0
2023-01-02,ATN01K24P,A,ATN,4345.0,4000,4269.0,3140.0
2023-01-02,ATN02K12P,A,ATN,1281.0,500,823.0,705.0
2023-01-02,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-02,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-02,ATWWP001K24P,A,ATWWP,37.0,0,0.0,0.0
2023-01-02,ATWWP002K12P,A,ATWWP,15.0,0,0.0,0.0
2023-01-02,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-02,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-02,MAC1K25P,M,MAC,0.0,25,0.0,0.0
2023-01-02,MAHS025K,M,MAHS,0.0,0,0.0,0.0
2023-01-02,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-02,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-02,MAR01K24P,M,MAR,999.0,200,962.0,425.0
2023-01-02,MAR02K12P,M,MAR,310.0,100,236.0,100.0
2023-01-02,MASR025K,M,MASR,21.0,100,129.0,70.0
2023-01-02,POP001L12P,P,POP,3172.0,3616,1932.0,2026.0
2023-01-02,POP002L09P,P,POP,140.0,101,100.0,165.0
2023-01-02,POP005L04P,P,POP,70.0,150,7.000000000000001,25.0
2023-01-02,POP015K,P,POP,0.0,0,0.0,0.0
2023-01-02,POP500M24P,P,POP,209.0,401,129.0,390.0
2023-01-02,POPF01L12P,P,POPF,213.0,114,297.9999999999999,250.0
2023-01-02,POV001L24P,P,POV,1277.0,804,1045.0,1250.0
2023-01-02,POV002L09P,P,POV,379.9999999999999,305,345.0000000000001,318.0
2023-01-02,POV005L04P,P,POV,160.0,154,85.0,88.0
2023-01-02,POV500M24P,P,POV,558.9999999999999,603,1111.0,1037.0
2023-01-02,SE200G24P,S,SE,109.0,0,55.22895833333333,46.0
2023-01-02,SE500G24P,S,SE,602.0,300,980.0,427.0
2023-01-02,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-02,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-02,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-02,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-02,SOP001L12P,S,SOP,160.0,0,60.0,60.0
2023-01-02,SOS001L12P,S,SOS,17058.99999999999,7000,12683.0,7560.0
2023-01-02,SOS002L09P,S,SOS,13085.00000000001,6000,9240.000000000004,4640.0
2023-01-02,SOS003L04P,S,SOS,1842.000000000002,0,1458.0,1048.0
2023-01-02,SOS005L04P,S,SOS,11677.0,6000,8285.999999999998,4982.0
2023-01-02,SOS008L02P,S,SOS,338.0,1014,326.9999999999999,485.0
2023-01-02,SOS250M48P,S,SOS,501.9999999999997,0,66.0,0.0
2023-01-02,SOS500M24P,S,SOS,7206.999999999998,3500,5323.999999999998,3676.0
2023-01-03,AT5X5K,A,AT,2355.0,2000,2215.6,2964.0
2023-01-03,ATN01K24P,A,ATN,5891.333,0,4086.333,3875.0
2023-01-03,ATN02K12P,A,ATN,736.0,0,1166.25,1685.0
2023-01-03,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-03,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-03,ATWWP001K24P,A,ATWWP,51.0,0,1.0,0.0
2023-01-03,ATWWP002K12P,A,ATWWP,11.0,0,0.0,0.0
2023-01-03,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-03,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-03,MAC1K25P,M,MAC,12.0,0,0.0,0.0
2023-01-03,MAHS025K,M,MAHS,0.0,0,18.0,5.0
2023-01-03,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-03,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-03,MAR01K24P,M,MAR,2004.0,1200,1007.875,1110.0
2023-01-03,MAR02K12P,M,MAR,63.0,0,173.583,140.0
2023-01-03,MASR025K,M,MASR,35.0,0,26.0,160.0
2023-01-03,POP001L12P,P,POP,1990.0,612,1802.0,2234.0
2023-01-03,POP002L09P,P,POP,55.00000000000001,0,114.0,28.0
2023-01-03,POP005L04P,P,POP,25.0,0,35.0,36.0
2023-01-03,POP015K,P,POP,0.0,0,0.0,0.0
2023-01-03,POP500M24P,P,POP,201.0,300,281.0,50.0
2023-01-03,POPF01L12P,P,POPF,85.0,0,75.0,64.0
2023-01-03,POV001L24P,P,POV,999.0,701,1061.0,938.0
2023-01-03,POV002L09P,P,POV,275.0,1,342.0,401.0
2023-01-03,POV005L04P,P,POV,190.0,0,270.0,195.0
2023-01-03,POV500M24P,P,POV,668.9999999999999,900,442.0000000000001,530.0
2023-01-03,SE200G24P,S,SE,100.0,0,203.0,0.0
2023-01-03,SE500G24P,S,SE,1363.0,300,854.5,435.0
2023-01-03,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-03,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-03,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-03,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-03,SOP001L12P,S,SOP,277.9999999999999,0,42.8320652173913,0.0
2023-01-03,SOS001L12P,S,SOS,12178.0,10000,14731.16603260869,12661.0
2023-01-03,SOS002L09P,S,SOS,8573.107971014482,5053,10290.44504830918,10801.0
2023-01-03,SOS003L04P,S,SOS,1135.0,0,1207.0,719.0
2023-01-03,SOS005L04P,S,SOS,8550.999999999998,4012,11279.75,11175.0
2023-01-03,SOS008L02P,S,SOS,225.9999999999999,0,523.5,520.0
2023-01-03,SOS250M48P,S,SOS,289.9999999999999,0,24.0,0.0
2023-01-03,SOS500M24P,S,SOS,4234.000000000003,8500,5393.500000000002,6334.5
2023-01-04,AT5X5K,A,AT,909.8,2000,2439.0,2265.0
2023-01-04,ATN01K24P,A,ATN,4698.958,3000,5124.333,4318.0
2023-01-04,ATN02K12P,A,ATN,523.0,1700,923.0,945.0
2023-01-04,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-04,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-04,ATWWP001K24P,A,ATWWP,49.0,0,15.0,0.0
2023-01-04,ATWWP002K12P,A,ATWWP,50.0,0,0.0,0.0
2023-01-04,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-04,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-04,MAC1K25P,M,MAC,25.0,0,0.0,0.0
2023-01-04,MAHS025K,M,MAHS,2.0,0,17.0,0.0
2023-01-04,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-04,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-04,MAR01K24P,M,MAR,760.875,1400,1387.0,1014.0
2023-01-04,MAR02K12P,M,MAR,65.0,0,103.0,108.0
2023-01-04,MASR025K,M,MASR,46.0,5,24.0,0.0
2023-01-04,POP001L12P,P,POP,2388.0000000000005,4016,2506.0,2368.0
2023-01-04,POP002L09P,P,POP,149.0,201,109.0,91.0
2023-01-04,POP005L04P,P,POP,30.0,0,73.0,105.0
2023-01-04,POP015K,P,POP,0.0,0,0.0,0.0
2023-01-04,POP500M24P,P,POP,95.0,205,282.9999999999999,162.0
2023-01-04,POPF01L12P,P,POPF,55.0,260,110.0,200.0
2023-01-04,POV001L24P,P,POV,1250.0,2000,1071.0,800.0
2023-01-04,POV002L09P,P,POV,438.0000000000001,707,193.0000000000001,51.0
2023-01-04,POV005L04P,P,POV,236.0,0,155.0,160.0
2023-01-04,POV500M24P,P,POV,781.0,402,439.9999999999999,525.0
2023-01-04,SE200G24P,S,SE,130.0,0,66.77104166666666,1.0
2023-01-04,SE500G24P,S,SE,756.667,100,583.0,300.0
2023-01-04,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-04,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-04,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-04,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-04,SOP001L12P,S,SOP,58.41702898550724,10,264.9999999999999,297.0
2023-01-04,SOS001L12P,S,SOS,10920.08297101449,10618,13842.66603260868,12087.0
2023-01-04,SOS002L09P,S,SOS,8487.110990338162,15478,10267.88695652174,9004.0
2023-01-04,SOS003L04P,S,SOS,966.9999999999994,2014,1435.999999999999,1016.0
2023-01-04,SOS005L04P,S,SOS,10667.25,10497,9897.000000000002,8286.0
2023-01-04,SOS008L02P,S,SOS,223.4999999999999,0,158.0,305.0
2023-01-04,SOS250M48P,S,SOS,484.9999999999999,0,0.0,0.0
2023-01-04,SOS500M24P,S,SOS,4046.0,7281,5641.000000000001,5525.0
2023-01-05,AT5X5K,A,AT,3504.0,2000,735.8,1100.0
2023-01-05,ATN01K24P,A,ATN,3552.0,5000,3566.958,3869.0
2023-01-05,ATN02K12P,A,ATN,930.0,1000,875.0,665.0
2023-01-05,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-05,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-05,ATWWP001K24P,A,ATWWP,18.0,0,1.0,0.0
2023-01-05,ATWWP002K12P,A,ATWWP,0.0,0,0.0,0.0
2023-01-05,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-05,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-05,MAC1K25P,M,MAC,0.0,0,0.0,0.0
2023-01-05,MAHS025K,M,MAHS,37.0,0,15.0,0.0
2023-01-05,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-05,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-05,MAR01K24P,M,MAR,1129.0,2500,361.865,1155.0
2023-01-05,MAR02K12P,M,MAR,364.0,0,176.0,300.0
2023-01-05,MASR025K,M,MASR,244.0,0,62.0,30.0
2023-01-05,POP001L12P,P,POP,3962.0,3082,2622.0,2896.0
2023-01-05,POP002L09P,P,POP,123.0,102,5.000000000000001,30.0
2023-01-05,POP005L04P,P,POP,49.0,100,5.0,30.0
2023-01-05,POP015K,P,POP,0.0,0,0.0,0.0
2023-01-05,POP500M24P,P,POP,210.0,101,51.00000000000001,275.0
2023-01-05,POPF01L12P,P,POPF,195.0,54,24.0,160.0
2023-01-05,POV001L24P,P,POV,1112.0,1300,1143.0,1365.0
2023-01-05,POV002L09P,P,POV,374.0000000000001,404,339.9999999999999,470.0
2023-01-05,POV005L04P,P,POV,210.0,500,151.0,195.0
2023-01-05,POV500M24P,P,POV,851.0,902,904.0,860.0
2023-01-05,SE200G24P,S,SE,155.0,0,35.0,0.0
2023-01-05,SE500G24P,S,SE,1398.0,1000,347.667,645.0
2023-01-05,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-05,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-05,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-05,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-05,SOP001L12P,S,SOP,63.0,400,43.41702898550724,0.0
2023-01-05,SOS001L12P,S,SOS,16931.0,15156,9933.416938405791,12414.0
2023-01-05,SOS002L09P,S,SOS,11923.11002415458,16000,7193.276992753623,8875.0
2023-01-05,SOS003L04P,S,SOS,1783.0,2022,895.9999999999999,1120.0
2023-01-05,SOS005L04P,S,SOS,14864.0,16000,8843.249999999998,9787.0
2023-01-05,SOS008L02P,S,SOS,233.0,0,351.4999999999999,320.0
2023-01-05,SOS250M48P,S,SOS,554.9999999999999,0,0.0,0.0
2023-01-05,SOS500M24P,S,SOS,6357.000000000001,8000,4089.000000000001,4576.0
2023-01-06,AT5X5K,A,AT,0.0,1000,1147.0,1437.0
2023-01-06,ATN01K24P,A,ATN,0.0,5,2012.0,4322.0
2023-01-06,ATN02K12P,A,ATN,0.0,800,348.0,250.0
2023-01-06,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-06,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-06,ATWWP001K24P,A,ATWWP,0.0,1000,3.0,0.0
2023-01-06,ATWWP002K12P,A,ATWWP,0.0,540,0.0,0.0
2023-01-06,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-06,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-06,MAC1K25P,M,MAC,0.0,0,0.0,0.0
2023-01-06,MAHS025K,M,MAHS,0.0,0,0.0,0.0
2023-01-06,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-06,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-06,MAR01K24P,M,MAR,0.0,300,265.0,1380.0
2023-01-06,MAR02K12P,M,MAR,0.0,300,5.0,0.0
2023-01-06,MASR025K,M,MASR,0.0,100,0.0,59.0
2023-01-06,POP001L12P,P,POP,0.0,478,1268.0000000000002,910.0
2023-01-06,POP002L09P,P,POP,0.0,0,50.0,160.0
2023-01-06,POP005L04P,P,POP,0.0,0,25.0,30.0
2023-01-06,POP015K,P,POP,0.0,0,0.0,0.0
2023-01-06,POP500M24P,P,POP,0.0,0,115.0,70.0
2023-01-06,POPF01L12P,P,POPF,0.0,0,78.0,0.0
2023-01-06,POV001L24P,P,POV,0.0,1,580.0,955.0
2023-01-06,POV002L09P,P,POV,0.0,0,330.0,235.0
2023-01-06,POV005L04P,P,POV,0.0,0,175.0,135.0
2023-01-06,POV500M24P,P,POV,0.0,311,430.0000000000001,778.0
2023-01-06,SE200G24P,S,SE,0.0,0,0.0,0.0
2023-01-06,SE500G24P,S,SE,0.0,400,230.0,555.0
2023-01-06,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-06,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-06,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-06,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-06,SOP001L12P,S,SOP,0.0,0,130.0,140.0
2023-01-06,SOS001L12P,S,SOS,0.0,5006,5391.999999999998,8453.0
2023-01-06,SOS002L09P,S,SOS,0.110024154589372,5015,4396.999999999998,9742.0
2023-01-06,SOS003L04P,S,SOS,0.0,0,769.9999999999999,865.0
2023-01-06,SOS005L04P,S,SOS,0.0,5623,5192.999999999999,8954.0
2023-01-06,SOS008L02P,S,SOS,0.0,0,55.0,390.0
2023-01-06,SOS250M48P,S,SOS,0.0,0,0.0,0.0
2023-01-06,SOS500M24P,S,SOS,0.0,1603,1960.0,3090.0
2023-01-07,AT5X5K,A,AT,10.0,1500,1667.0,1672.0
2023-01-07,ATN01K24P,A,ATN,324.0,3000,2064.0,995.0
2023-01-07,ATN02K12P,A,ATN,608.0,400,755.0,690.0
2023-01-07,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-07,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-07,ATWWP001K24P,A,ATWWP,0.0,883,5.0,123.0
2023-01-07,ATWWP002K12P,A,ATWWP,0.0,0,0.0,100.0
2023-01-07,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-07,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-07,MAC1K25P,M,MAC,0.0,0,0.0,0.0
2023-01-07,MAHS025K,M,MAHS,0.0,56,0.0,0.0
2023-01-07,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-07,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-07,MAR01K24P,M,MAR,81.0,300,1405.0,120.0
2023-01-07,MAR02K12P,M,MAR,147.0,7,247.0,230.0
2023-01-07,MASR025K,M,MASR,477.0,45,60.0,100.0
2023-01-07,POP001L12P,P,POP,1350.0,1600,2242.0,2960.0
2023-01-07,POP002L09P,P,POP,10.0,151,30.99700854700855,90.0
2023-01-07,POP005L04P,P,POP,0.0,0,43.0,0.0
2023-01-07,POP015K,P,POP,0.0,0,0.0,0.0
2023-01-07,POP500M24P,P,POP,5.0,306,96.0,130.0
2023-01-07,POPF01L12P,P,POPF,0.0,0,660.0000000000001,540.0
2023-01-07,POV001L24P,P,POV,530.0,0,586.0000000000001,230.0
2023-01-07,POV002L09P,P,POV,170.0,398,179.0,314.0
2023-01-07,POV005L04P,P,POV,135.0,0,169.0,100.0
2023-01-07,POV500M24P,P,POV,730.0,1007,480.0000000000001,190.0
2023-01-07,SE200G24P,S,SE,0.0,295,12.22895833333333,0.0
2023-01-07,SE500G24P,S,SE,24.0,400,863.0,100.0
2023-01-07,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-07,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-07,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-07,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-07,SOP001L12P,S,SOP,34.99999999999999,0,44.99999999999999,40.0
2023-01-07,SOS001L12P,S,SOS,1419.0,9314,12888.0,5537.0
2023-01-07,SOS002L09P,S,SOS,1581.999999999999,3033,8929.164009661832,3564.0
2023-01-07,SOS003L04P,S,SOS,305.0,0,1099.0,630.0
2023-01-07,SOS005L04P,S,SOS,3215.999999999999,8001,10303.0,5247.0
2023-01-07,SOS008L02P,S,SOS,15.0,0,434.0000000000001,300.0
2023-01-07,SOS250M48P,S,SOS,114.0,0,10.0,0.0
2023-01-07,SOS500M24P,S,SOS,795.9999999999998,2376,4485.0,2169.0
2023-01-08,AT5X5K,A,AT,3322.0,1500,1225.0,1009.0
2023-01-08,ATN01K24P,A,ATN,9714.0,3000,1508.0,1460.0
2023-01-08,ATN02K12P,A,ATN,1782.0,0,897.0,720.0
2023-01-08,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-08,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-08,ATWWP001K24P,A,ATWWP,101.0,0,36.0,595.0
2023-01-08,ATWWP002K12P,A,ATWWP,28.0,0,30.0,60.0
2023-01-08,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-08,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-08,MAC1K25P,M,MAC,0.0,4,0.0,29.0
2023-01-08,MAHS025K,M,MAHS,240.0,0,0.0,34.0
2023-01-08,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-08,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-08,MAR01K24P,M,MAR,2100.0,350,562.0,925.0
2023-01-08,MAR02K12P,M,MAR,137.0,0,211.0,100.0
2023-01-08,MASR025K,M,MASR,231.0,0,79.0,25.0
2023-01-08,POP001L12P,P,POP,4668.0,3666,1132.0000000000002,710.0
2023-01-08,POP002L09P,P,POP,115.0,0,40.0,108.0
2023-01-08,POP005L04P,P,POP,35.0,100,25.0,29.0
2023-01-08,POP015K,P,POP,0.0,0,0.0,0.0
2023-01-08,POP500M24P,P,POP,320.0,0,119.0,25.0
2023-01-08,POPF01L12P,P,POPF,613.9999999999999,0,115.0,50.0
2023-01-08,POV001L24P,P,POV,1082.0,1202,725.0000000000001,801.0
2023-01-08,POV002L09P,P,POV,390.0000000000001,0,150.0,438.0
2023-01-08,POV005L04P,P,POV,260.0,401,110.0,99.0
2023-01-08,POV500M24P,P,POV,547.0,0,548.0000000000001,643.0
2023-01-08,SE200G24P,S,SE,97.0,102,220.0,365.0
2023-01-08,SE500G24P,S,SE,1553.0,500,284.0,910.0
2023-01-08,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-08,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-08,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-08,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-08,SOP001L12P,S,SOP,72.0,100,49.99999999999999,20.0
2023-01-08,SOS001L12P,S,SOS,17242.99999999999,8386,6249.000000000002,8480.0
2023-01-08,SOS002L09P,S,SOS,11858.11002415459,0,5750.110024154586,8324.0
2023-01-08,SOS003L04P,S,SOS,1927.0,2005,626.9999999999999,795.0
2023-01-08,SOS005L04P,S,SOS,13298.0,10000,6682.999999999999,9138.0
2023-01-08,SOS008L02P,S,SOS,1520.999999999999,0,243.0,78.0
2023-01-08,SOS250M48P,S,SOS,495.0,1818,449.9999999999999,1055.0
2023-01-08,SOS500M24P,S,SOS,7198.999999999996,0,3124.999999999998,1840.0
2023-01-09,AT5X5K,A,AT,2254.0,1500,3501.94,3129.0
2023-01-09,ATN01K24P,A,ATN,6696.0,6000,7875.0,5775.0
2023-01-09,ATN02K12P,A,ATN,925.0,1000,1527.0,1240.0
2023-01-09,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-09,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-09,ATWWP001K24P,A,ATWWP,80.0,433,147.0,846.0
2023-01-09,ATWWP002K12P,A,ATWWP,6.0,0,111.166,50.0
2023-01-09,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-09,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-09,MAC1K25P,M,MAC,0.0,0,25.0,0.0
2023-01-09,MAHS025K,M,MAHS,0.0,0,47.0,22.0
2023-01-09,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-09,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-09,MAR01K24P,M,MAR,1099.0,800,1617.01,1360.0
2023-01-09,MAR02K12P,M,MAR,63.0,500,162.0,241.0
2023-01-09,MASR025K,M,MASR,34.0,114,124.0,50.0
2023-01-09,POP001L12P,P,POP,8072.000000000002,1290,2032.0,1200.0
2023-01-09,POP002L09P,P,POP,65.0,0,69.0,10.0
2023-01-09,POP005L04P,P,POP,90.0,0,0.0,0.0
2023-01-09,POP015K,P,POP,0.0,0,0.0,0.0
2023-01-09,POP500M24P,P,POP,384.0000000000001,0,90.0,65.0
2023-01-09,POPF01L12P,P,POPF,915.0,0,66.99999999999999,0.0
2023-01-09,POV001L24P,P,POV,1390.0,1403,1013.0,547.0
2023-01-09,POV002L09P,P,POV,360.0000000000001,0,245.0000000000001,0.0
2023-01-09,POV005L04P,P,POV,210.0,0,178.0,325.0
2023-01-09,POV500M24P,P,POV,830.0,0,500.0,220.0
2023-01-09,SE200G24P,S,SE,54.0,65,145.0,100.0
2023-01-09,SE500G24P,S,SE,1163.0,150,541.0,245.0
2023-01-09,SO0001L12P,S,SO,0.0,0,0.0,0.0
2023-01-09,SO0002L09P,S,SO,0.0,0,0.0,0.0
2023-01-09,SO0005L04P,S,SO,0.0,0,0.0,0.0
2023-01-09,SO0500M24P,S,SO,0.0,0,0.0,0.0
2023-01-09,SOP001L12P,S,SOP,84.99999999999999,0,40.0,27.0
2023-01-09,SOS001L12P,S,SOS,15627.99999999999,10004,11546.99999999999,11839.0
2023-01-09,SOS002L09P,S,SOS,5833.666002415459,0,6022.776026570051,825.0
2023-01-09,SOS003L04P,S,SOS,1902.000000000001,2014,1543.0,1215.0
2023-01-09,SOS005L04P,S,SOS,10586.5,6017,9287.25,7796.0
2023-01-09,SOS008L02P,S,SOS,142.0,0,162.0,115.0
2023-01-09,SOS250M48P,S,SOS,642.9999999999997,2974,788.9999999999999,1375.0
2023-01-09,SOS500M24P,S,SOS,6309.999999999996,0,3557.602807971015,2367.0
2023-01-10,AT5X5K,A,AT,2414.0,2000,1559.0,1200.0
2023-01-10,ATN01K24P,A,ATN,7413.0,5050,5823.0,5990.0
2023-01-10,ATN02K12P,A,ATN,1791.0,1200,759.0,920.0
2023-01-10,ATPA1K24P,A,ATPA,0.0,0,0.0,0.0
2023-01-10,ATPPCH5X5K,A,ATPPCH,0.0,0,0.0,0.0
2023-01-10,ATWWP001K24P,A,ATWWP,95.0,0,256.625,15.0
2023-01-10,ATWWP002K12P,A,ATWWP,150.0,0,15.0,50.0
2023-01-10,EEA200G24P,E,EEA,0.0,0,0.0,0.0
2023-01-10,EEA500G12P,E,EEA,0.0,0,0.0,0.0
2023-01-10,MAC1K25P,M,MAC,0.0,0,4.0,0.0
2023-01-10,MAHS025K,M,MAHS,30.0,200,130.0,130.0
2023-01-10,MAP1K25P,M,MAP,0.0,0,0.0,0.0
2023-01-10,MAPA1K24P,M,MAPA,0.0,0,0.0,0.0
2023-01-10,MAR01K24P,M,MAR,1236.0,2500,882.9900000000001,453.0
2023-01-10,MAR02K12P,M,MAR,532.0,300,88.0,160.0
2023-01-10,MASR025K,M,MASR,95.0,510,172.0,230.0
2023-01-10,POP001L12P,P,POP,1189.9999999999998,3000,2844.0,3824.0
2023-01-10,POP002L09P,P,POP,54.0,0,108.0,61.0
